cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q261;PERSISTENCIA DE LA VENA CAVA SUPERIOR IZQUIERDA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q262;CONEXION ANOMALA TOTAL DE LAS VENAS PULMONARES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q263;CONEXION ANOMALA PARCIAL DE LAS VENAS PULMONARES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q264;CONEXION ANOMALA DE LAS VENAS PULMONARES, SIN OTRA ESPECIFICACION
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q265;CONEXION ANOMALA DE LA VENA PORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q266;FISTULA ARTERIA HEPATICA-VENA PORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q268;OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES VENAS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q269;MALFORMACION CONGENITA DE LAS GRANDES VENAS, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q270;AUSENCIA E HIPOPLASIA CONGENITA DE LA ARTERIA UMBILICAL
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q271;ESTENOSIS CONGENITA DE LA ARTERIA RENAL
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q272;OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA RENAL
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q273;MALFORMACION ARTERIOVENOSA PERIFERICA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q274;FLEBECTASIA CONGENITA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q278;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO, ESPECIFICADAS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q279;MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q280;MALFORMACION ARTERIOVENOSA DE LOS VASOS PRECEREBRALES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q281;OTRAS MALFORMACIONES DE LOS VASOS PRECEREBRALES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q282;MALFORMACION ARTERIOVENOSA DE LOS VASOS CEREBRALES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q283;OTRAS MALFORMACIONES DE LOS VASOS CEREBRALES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q288;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO, ESPECIFICADAS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q289;MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q300;ATRESIA DE LAS COANAS
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q301;AGENESIA O HIPOPLASIA DE LA NARIZ
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q302;HENDIDURA, FISURA O MUESCA DE LA NARIZ
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q303;PERFORACION CONGENITA DEL TABIQUE NASAL
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q308;OTRAS MALFORMACIONES CONGENITAS DE LA NARIZ
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q309;MALFORMACION CONGENITA DE LA NARIZ, NO ESPECIFICADA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q310;PTERIGION DE LA LARINGE
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q311;ESTENOSIS SUBGLOTICA CONGENITA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q312;HIPOPLASIA LARINGEA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q313;LARINGOCELE
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q314;ESTRIDOR LARINGEO CONGENITO
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q315;LARINGOMALASIA CONGENITA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q318;OTRAS MALFORMACIONES CONGENITAS DE LA LARINGE
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q319;MALFORMACION CONGENITA DE LA LARINGE, NO ESPECIFICADA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q320;TRAQUEOMALACIA CONGENITA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q321;OTRAS MALFORMACIONES CONGENITAS DE LA TRAQUEA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q322;BRONCOMALACIA CONGENITA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q323;ESTENOSIS CONGENITA DE LOS BRONQUIOS
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q324;OTRAS MALFORMACIONES CONGENITAS DE LOS BRONQUIOS
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q330;QUISTE PULMONAR CONGENITO
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q331;LOBULO PULMONAR SUPERNUMERARIO
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q332;SECUESTRO DEL PULMON
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q333;AGENESIA DEL PULMON
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q334;BRONQUIECTASIA CONGENITA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q335;TEJIDO ECTOPICO EN EL PULMON
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q336;HIPOPLASIA Y DISPLASIA PULMONAR
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q338;OTRAS MALFORMACIONES CONGENITAS DEL PULMON
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q339;MALFORMACION CONGENITA DEL PULMON, NO ESPECIFICADA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q340;ANOMALIA DE LA PLEURA
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q341;QUISTE CONGENITO DEL MEDIASTINO
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q348;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q30 - Q34;MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO;Q349;MALFORMACION CONGENITA DEL SISTEMA RESPIRATORIO, NO ESPECIFICADA
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q350;FISURA DEL PALADAR DURO, BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q351;FISURA DEL PALADAR DURO
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q352;FISURA DEL PALADAR BLANDO, BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q353;FISURA DEL PALADAR BLANDO
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q354;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO, BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q355;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q356;FISURA DEL PALADAR, LINEA MEDIA
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q357;FISURA DE LA UVULA
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q358;FISURA DEL PALADAR, BILATERAL SIN OTRA ESPECIFICACION
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q359;FISURA DEL PALADAR, SIN OTRA ESPECIFICACION
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q360;LABIO LEPORINO, BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q361;LABIO LEPORINO, LINEA MEDIA
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q369;LABIO LEPORINO, UNILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q370;FISURA DEL PALADAR DURO CON LABIO LEPORINO BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q371;FISURA DEL PALADAR DURO CON LABIO LEPORINO UNILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q372;FISURA DEL PALADAR BLANDO CON LABIO LEPORINO BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q373;FISURA DEL PALADAR BLANDO CON LABIO LEPORINO UNILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q374;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO BILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q375;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO UNILATERAL
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q378;FISURA DEL PALADAR CON LABIO LEPORINO BILATERAL, SIN OTRA ESPECIFICACION
Q35 - Q37;FISURA DEL PALADAR Y LABIO LEPORICO;Q379;FISURA DEL PALADAR CON LABIO LEPORINO UNILATERAL, SIN OTRA ESPECIFICACION
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q380;MALFORMACIONES CONGENITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q381;ANQUILOGLOSIA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q382;MACROGLOSIA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q383;OTRAS MALFORMACIONES CONGENITAS DE LA LENGUA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q384;MALFORMACIONES CONGENITAS DE LAS GLANDULAS Y DE LOS CONDUCTOS SALIVALES
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q385;MALFORMACIONES CONGENITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q386;OTRAS MALFORMACIONES CONGENITAS DE LA BOCA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q387;DIVERTICULO FARINGEO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q388;OTRAS MALFORMACIONES CONGENITAS DE LA FARINGE
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q390;ATRESIA DEL ESOFAGO SIN MENCION DE FISTULA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q391;ATRESIA DEL ESOFAGO CON FISTULA TRAQUEOESOFAGICA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q392;FISTULA TRAQUEOESOFAGICA CONGENITA SIN MENCION DE ATRESIA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q393;ESTRECHEZ O ESTENOSIS CONGENITA DEL ESOFAGO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q394;PTERIGION DEL ESOFAGO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q395;DILATACION CONGENITA DEL ESOFAGO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q396;DIVERTICULO DEL ESOFAGO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q398;OTRAS MALFORMACIONES CONGENITAS DEL ESOFAGO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q399;MALFORMACION CONGENITA DEL ESOFAGO, NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q400;ESTENOSIS HIPERTROFICA CONGENITA DEL PILORO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q401;HERNIA HIATAL CONGENITA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q402;OTRAS MALFORMACIONES CONGENITAS DEL ESTOMAGO, ESPECIFICADAS
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q403;MALFORMACION CONGENITA DEL ESTOMAGO, NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q408;OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q409;MALFORMACION CONGENITA DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO, NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q410;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL DUODENO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q411;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL YEYUNO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q412;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ILEON
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q418;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OTRAS PARTES ESPECIFICADAS DEL INTESTINO DELGADO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q419;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q420;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, CON FISTULA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q421;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, SIN FISTULA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q422;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, CON FISTULA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q423;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, SIN FISTULA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q428;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OTRAS PARTES DEL INTESTINO GRUESO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q429;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO GRUESO, PARTE NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q430;DIVERTICULO DE MECKEL
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q431;ENFERMEDAD DE HIRSCHSPRUNG
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q432;OTROS TRASTORNOS FUNCIONALES CONGENITOS DEL COLON
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q433;MALFORMACIONES CONGENITAS DE LA FIJACION DEL INTESTINO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q434;DUPLICACION DEL INTESTINO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q435;ANO ECTOPICO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q436;FISTULA CONGENITA DEL RECTO Y DEL ANO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q437;PERSISTENCIA DE LA CLOACA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q438;OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO, ESPECIFICADAS
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q439;MALFORMACION CONGENITA DEL INTESTINO, NO ESPECIFICADA
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q440;AGENESIA, APLASIA E HIPOPLASIA DE LA VESICULA BILIAR
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q441;OTRAS MALFORMACIONES CONGENITAS DE LA VESICULA BILIAR
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q442;ATRESIA DE LOS CONDUCTOS BILIARES
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q443;ESTRECHEZ Y ESTENOSIS CONGENITA DE LOS CONDUCTOS BILIARES
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q444;QUISTE DEL COLEDOCO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q445;OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS BILIARES
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q446;ENFERMEDAD QUISTICA DEL HIGADO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q447;OTRAS MALFORMACIONES CONGENITAS DEL HIGADO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q450;AGENESIA, APLASIA E HIPOPLASIA DEL PANCREAS
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q451;PANCREAS ANULAR
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q452;QUISTE CONGENITO DEL PANCREAS
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q453;OTRAS MALFORMACIONES CONGENITAS DEL PANCREAS Y DEL CONDUCTO PANCREATICO
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q458;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO, ESPECIFICADAS
Q38 - Q45;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO;Q459;MALFORMACION CONGENITA DEL SISTEMA DIGESTIVO, NO ESPECIFICADA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q500;AUSENCIA CONGENITA DE OVARIO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q501;QUISTE EN DESARROLLO DEL OVARIO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q502;TORSION CONGENITA DEL OVARIO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q503;OTRAS MALFORMACIONES CONGENITAS DE LOS OVARIOS
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q504;QUISTE EMBRIONARIO DE LA TROMPA DE FALOPIO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q505;QUISTE EMBRIONARIO DEL LIGAMENTO ANCHO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q506;OTRAS MALFORMACIONES CONGENITAS DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q510;AGENESIA Y APLASIA DEL UTERO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q511;DUPLICACION DEL UTERO CON DUPLICACION DEL CUELLO UTERINO Y DE LA VAGINA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q512;OTRA DUPLICACION DEL UTERO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q513;UTERO BICORNE
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q514;UTERO UNICORNE
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q515;AGENESIA Y APLASIA DEL CUELLO UTERINO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q516;QUISTE EMBRIONARIO DEL CUELLO UTERINO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q517;FISTULA CONGENITA ENTRE EL UTERO Y EL TRACTO DIGESTIVO Y URINARIO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q518;OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q519;MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q520;AUSENCIA CONGENITA DE LA VAGINA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q521;DUPLICACION DE LA VAGINA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q522;FISTULA RECTOVAGINAL CONGENITA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q523;HIMEN IMPERFORADO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q524;OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q525;FUSION DE LABIOS DE LA VULVA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q526;MALFORMACION CONGENITA DEL CLITORIS
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q527;OTRAS MALFORMACIONES CONGENITAS DE LA VULVA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q528;OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES FEMENINOS, ESPECIFICADAS
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q529;MALFORMACION CONGENITA DE LOS GENITALES FEMENINOS, NO ESPECIFICADA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q530;ECTOPIA TESTICULAR
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q531;TESTICULO NO DESCENDIDO, UNILATERAL
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q532;TESTICULO NO DESCENDIDO, BILATERAL
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q539;TESTICULO NO DESCENDIDO, SIN OTRA ESPECIFICACION
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q540;HIPOSPADIAS DEL GLANDE
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q541;HIPOSPADIAS PENEANA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q542;HIPOSPADIAS PENOSCROTAL
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q543;HIPOSPADIAS PERINEAL
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q544;ENCORDAMIENTO CONGENITO DEL PENE
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q548;OTRAS HIPOSPADIAS
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q549;HIPOSPADIAS, NO ESPECIFICADA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q550;AUSENCIA Y APLASIA DEL TESTICULO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q551;HIPOPLASIA DEL TESTICULO Y DEL ESCROTO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q552;OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q553;ATRESIA DEL CONDUCTO DEFERENTE
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q554;OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS DEFERENTES, DEL EPIDIDIMO, DE LAS VESICULAS SEMINALES Y DE LA PROSTATA
Q50 - Q56;MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES;Q555;APLASIA Y AUSENCIA CONGENITA DEL PENE
